loss_fuction,optimizer,learning_rate,preTrainVGG,epoc_300,epoc_600,epoc_900,epoc_1200,epoc_1500,epoc_1800,epoc_2100,epoc_2400,epoc_2700,epoc_3000,epoc_3300,epoc_3600,epoc_3900,epoc_4200,epoc_4500
lsgan,rms,1e-05,1,0.06084626913070679,0.011344283819198608,0.0009138882160186768,0.007151752710342407,0.00270882248878479,0.06035345792770386,0.004409223794937134,0.038712918758392334,0.005437761545181274,0.013219743967056274,0.011555463075637817,0.003512948751449585,0.00042498111724853516,0.018564343452453613,0.012858062982559204
lsgan,rms,5e-05,1,0.07739239931106567,0.004138141870498657,0.008553087711334229,0.0012524425983428955,0.028667211532592773,0.020612776279449463,0.01862850785255432,0.04192110896110535,0.014559924602508545,0.0070092082023620605,0.00709359347820282,0.01261797547340393,0.009541153907775879,0.02120080590248108,0.00775638222694397
lsgan,rms,0.0001,1,0.0012227892875671387,0.023279428482055664,0.01274135708808899,0.026128768920898438,0.018072068691253662,0.02452865242958069,0.0030267834663391113,0.018680572509765625,0.013092011213302612,0.017819106578826904,0.009337961673736572,0.05238842964172363,0.01224932074546814,0.013886332511901855,0.017164528369903564
lsgan,adam,1e-05,1,0.006098687648773193,0.011218130588531494,0.0077537596225738525,0.04159003496170044,0.015565693378448486,0.0073264241218566895,0.0008958578109741211,0.04645895957946777,0.02903115749359131,0.014177024364471436,0.031816333532333374,0.003227531909942627,0.003948301076889038,0.03621327877044678,0.03532099723815918
lsgan,adam,5e-05,1,0.04469221830368042,0.00022584199905395508,0.006399869918823242,0.0012574195861816406,0.0027659833431243896,0.03079184889793396,0.03928518295288086,0.004030555486679077,0.010637044906616211,0.0013245046138763428,0.004366040229797363,0.005430638790130615,0.0037027299404144287,0.00034368038177490234,0.003175705671310425
lsgan,adam,0.0001,1,0.0030784010887145996,0.0107993483543396,0.009460538625717163,0.007730424404144287,0.008190691471099854,0.0025055408477783203,0.008290529251098633,0.0009508132934570312,0.006044864654541016,0.0024872422218322754,0.0038571953773498535,0.00854724645614624,0.0017779171466827393,0.0006034970283508301,0.006852388381958008
mammo,rms,1e-05,1,0.0122336745262146,0.02663940191268921,0.011995106935501099,0.001368701457977295,0.019207656383514404,0.013086885213851929,0.03113090991973877,0.0030483007431030273,0.04152199625968933,0.002553313970565796,0.06510969996452332,0.023752689361572266,0.009924858808517456,0.030005663633346558,0.01956552267074585
mammo,rms,5e-05,1,0.006942003965377808,0.0013233423233032227,0.010569989681243896,0.0017858147621154785,0.04035377502441406,0.021363556385040283,0.021685779094696045,0.021072179079055786,0.012180715799331665,0.032931625843048096,0.009358823299407959,0.0246284157037735,0.03115636110305786,0.018829792737960815,0.010861188173294067
mammo,rms,0.0001,1,0.007038280367851257,0.02789849042892456,0.027690023183822632,0.010852187871932983,0.009854614734649658,0.005717873573303223,0.03182423114776611,0.007481992244720459,0.015179485082626343,0.003115832805633545,0.004823446273803711,0.008744150400161743,0.016375720500946045,0.0019256770610809326,0.0019930005073547363
mammo,adam,1e-05,1,0.0013523995876312256,0.08439412713050842,0.03702211380004883,0.02107715606689453,0.01153615117073059,0.01101355254650116,0.05172806978225708,0.006819427013397217,0.008058637380599976,0.0010436773300170898,0.014466077089309692,0.0008198320865631104,0.007458806037902832,0.0002828240394592285,0.017354190349578857
mammo,adam,5e-05,1,0.24327777326107025,0.3181071877479553,0.12793093919754028,0.2648316025733948,0.32256606221199036,0.1413104087114334,0.2728855013847351,0.24907708168029785,0.10164326429367065,0.2948843836784363,0.14142751693725586,0.31133732199668884,0.2665072977542877,0.2566481828689575,0.5903592705726624
mammo,adam,0.0001,1,0.16541609168052673,0.30619701743125916,0.0568048357963562,0.29829877614974976,0.32509279251098633,0.10441282391548157,0.0969301164150238,0.2677020728588104,0.17020636796951294,0.18166953325271606,0.06430313736200333,0.19079309701919556,0.14207887649536133,0.1671496033668518,0.4820502698421478
dcgan,rms,1e-05,1,0.042647361755371094,0.5975525975227356,0.7264745235443115,0.2997128963470459,0.3357824981212616,0.3570477366447449,0.5282312035560608,0.34194624423980713,0.4392698109149933,0.2864127457141876,0.7187488675117493,0.45523110032081604,0.36143600940704346,0.4678824841976166,0.68393874168396
dcgan,rms,5e-05,1,0.05892747640609741,0.6845354437828064,0.49280694127082825,0.2748654782772064,0.32714715600013733,0.6602334976196289,0.6874923706054688,0.34206241369247437,0.524864912033081,0.17534850537776947,0.4120250344276428,0.3412211835384369,0.3385155200958252,0.6721602082252502,0.45585596561431885
dcgan,rms,0.0001,1,0.41467881202697754,0.36424294114112854,0.31920647621154785,0.33323684334754944,0.445370614528656,0.3452247679233551,0.18189232051372528,0.3614625036716461,0.4350416958332062,0.45634543895721436,0.36023181676864624,0.44959139823913574,0.5996647477149963,0.5961730480194092,0.5131365060806274
dcgan,adam,1e-05,1,0.4667525589466095,0.3715161085128784,0.6857944130897522,0.49518901109695435,0.4552437663078308,0.36768779158592224,0.2865127623081207,0.4552972614765167,0.3332347273826599,0.43840405344963074,0.5846216082572937,0.46678298711776733,0.7289798855781555,0.38331109285354614,0.5846275687217712
dcgan,adam,5e-05,1,0.3996978998184204,0.3772369623184204,0.36181962490081787,0.4676264226436615,0.5247967839241028,0.5644359588623047,0.6874937415122986,0.37152132391929626,0.4864242970943451,0.324268102645874,0.38870376348495483,0.4455505907535553,0.4450311064720154,0.5562479496002197,0.4070545732975006
dcgan,adam,0.0001,1,0.40711510181427,0.32630324363708496,0.6961959600448608,0.36445677280426025,0.33865153789520264,0.455306738615036,0.7284294366836548,0.4024291932582855,0.4676264226436615,0.2500821352005005,0.34522774815559387,0.6860182285308838,0.32603883743286133,0.7289832830429077,0.33100926876068115
lsgan,rms,1e-05,0,0.01798480749130249,0.007962316274642944,0.0065336525440216064,0.06520873308181763,0.01270437240600586,0.011159390211105347,0.005598545074462891,0.07131204009056091,0.01116439700126648,0.012562960386276245,0.023001551628112793,0.007370710372924805,0.0455554723739624,0.043673157691955566,0.03061234951019287
lsgan,rms,5e-05,0,0.08615058660507202,0.002568066120147705,0.03282216191291809,0.0020338594913482666,0.005871862173080444,0.041934311389923096,0.020648270845413208,0.07339569926261902,0.0030303895473480225,0.010625243186950684,0.010951340198516846,0.006449490785598755,0.004533559083938599,0.016226500272750854,0.05880236625671387
lsgan,rms,0.0001,0,0.027247875928878784,0.005437254905700684,0.026624172925949097,0.04638171195983887,0.04656118154525757,0.005501270294189453,0.014624625444412231,0.00976744294166565,0.009986400604248047,0.013458013534545898,0.012396126985549927,0.011613219976425171,0.0168115496635437,0.0037527382373809814,0.005459398031234741
lsgan,adam,1e-05,0,0.014347285032272339,0.0019308030605316162,0.03438085317611694,0.02044716477394104,0.053290367126464844,0.010659277439117432,0.0012448430061340332,0.005700886249542236,0.004244387149810791,0.011800140142440796,0.023952782154083252,0.0423128604888916,0.017325878143310547,0.01569676399230957,0.02527807652950287
lsgan,adam,5e-05,0,0.024554282426834106,0.07998836040496826,0.014596521854400635,0.003538161516189575,0.005556881427764893,0.006127059459686279,0.019229233264923096,0.018732011318206787,0.004546314477920532,0.0052950382232666016,0.003742694854736328,0.004537999629974365,0.010035455226898193,0.016716599464416504,0.012723743915557861
lsgan,adam,0.0001,0,0.014415055513381958,0.01201927661895752,0.00017580389976501465,0.03211727738380432,0.010927706956863403,0.0077912211418151855,0.002183884382247925,0.002365797758102417,0.005877256393432617,0.005589872598648071,0.008596956729888916,0.009459257125854492,0.012286841869354248,0.010363340377807617,0.00556027889251709
mammo,rms,1e-05,0,0.19934475421905518,0.007644236087799072,0.013706088066101074,0.01400706171989441,0.00485759973526001,0.0036465823650360107,0.00836879014968872,0.0015235543251037598,0.03314739465713501,0.012490451335906982,0.010283082723617554,0.012425810098648071,0.0068454742431640625,0.049195051193237305,0.054606616497039795
mammo,rms,5e-05,0,0.038302838802337646,0.004223942756652832,0.05739384889602661,0.0878136157989502,0.0007315874099731445,0.02479243278503418,0.009998917579650879,0.02583882212638855,0.013577401638031006,0.014271140098571777,0.012151390314102173,0.046377748250961304,0.01279333233833313,0.007829368114471436,0.0072435736656188965
mammo,rms,0.0001,0,0.03203025460243225,0.10601150989532471,0.001905679702758789,0.027640104293823242,0.01674211025238037,0.002956390380859375,0.02659851312637329,0.05066019296646118,0.03433769941329956,0.02825966477394104,0.01267118752002716,0.013445526361465454,0.025621801614761353,0.022929102182388306,0.008960843086242676
mammo,adam,1e-05,0,0.06857705116271973,0.16706952452659607,0.02607867121696472,0.1872718334197998,0.03972110152244568,0.015878528356552124,0.000845789909362793,0.03817951679229736,0.0017026066780090332,0.002956897020339966,0.039994895458221436,0.0043544769287109375,0.035003066062927246,0.026489555835723877,0.019128888845443726
mammo,adam,5e-05,0,0.08093243837356567,0.10197532176971436,0.020478636026382446,0.02885282039642334,0.04944866895675659,0.09553174674510956,0.07365241646766663,0.06421244144439697,0.13205072283744812,0.10421600937843323,0.09586119651794434,0.23767660558223724,0.09836360812187195,0.25584983825683594,0.05382061004638672
mammo,adam,0.0001,0,0.0407063364982605,0.08860534429550171,0.05609738826751709,0.1326468586921692,0.2804059684276581,0.2508949935436249,0.17683161795139313,0.024161964654922485,0.21946170926094055,0.18283206224441528,0.2327338010072708,0.15409651398658752,0.07539623975753784,0.2975998520851135,0.1216982901096344
dcgan,rms,1e-05,0,0.5615429878234863,0.30646005272865295,0.33523812890052795,0.4921802282333374,0.3412500023841858,0.3880579471588135,0.5958442687988281,0.27977126836776733,0.4237082600593567,0.4676167368888855,0.5427089929580688,0.5798826217651367,0.350156307220459,0.7188212871551514,0.4952845275402069
dcgan,rms,5e-05,0,0.28894537687301636,0.34442001581192017,0.6960579752922058,0.43943288922309875,0.32788828015327454,0.45844802260398865,0.40361446142196655,0.4161902666091919,0.2548764646053314,0.6874937415122986,0.5043264627456665,0.5760905742645264,0.3517356812953949,0.4024291932582855,0.46143320202827454
dcgan,rms,0.0001,0,0.3167969584465027,0.31379252672195435,0.3851422071456909,0.44833609461784363,0.3278891444206238,0.7253122925758362,0.40358883142471313,0.3004536032676697,0.5914049744606018,0.2777233123779297,0.48772546648979187,0.557500958442688,0.23217721283435822,0.6816183924674988,0.3276590406894684
dcgan,adam,1e-05,0,0.43443763256073,0.6157721281051636,0.3246833086013794,0.6962173581123352,0.35156071186065674,0.4621768593788147,0.35239407420158386,0.3523706793785095,0.41422557830810547,0.48932695388793945,0.35987234115600586,0.35621243715286255,0.3447936773300171,0.6859946250915527,0.34203699231147766
dcgan,adam,5e-05,0,0.33898207545280457,0.7188212871551514,0.6633536219596863,0.3772369623184204,0.4455505907535553,0.33323684334754944,0.33100926876068115,0.455306738615036,0.3524461090564728,0.4584536552429199,0.3389821946620941,0.5060192942619324,0.7188212871551514,0.687493622303009,0.3676922619342804
dcgan,adam,0.0001,0,0.6380531191825867,0.2714478373527527,0.6411336660385132,0.8066216707229614,0.6546527147293091,0.6495847105979919,0.30279791355133057,0.5543268918991089,0.5384442806243896,0.3138592839241028,0.5974483489990234,0.30017292499542236,0.383472204208374,0.4750807285308838,0.5042481422424316
